epoch,loss_d_dataset,loss_d_subject,loss_mmd,loss_y,lr,step,train_loss,val_acc,val_loss
0,1.1660845279693604,3.3022782802581787,0.0,0.989853024482727,0.0003000000142492354,4,1.4366893768310547,,
0,1.2324111461639404,3.105374574661255,0.0,0.7647165060043335,0.0003000000142492354,9,1.1984951496124268,,
0,1.0522805452346802,3.1254405975341797,0.0,0.8126661777496338,0.0003000000142492354,14,1.230438232421875,,
0,0.7876890301704407,3.2020599842071533,0.0,0.8295019865036011,0.0003000000142492354,19,1.228476881980896,,
0,,,,,,20,,0.4937500059604645,0.7003809809684753
1,0.7840179204940796,3.115840196609497,0.0,0.7740706205368042,0.0003000000142492354,24,1.164056420326233,,
1,0.6888889670372009,3.202662706375122,0.0,0.6455885767936707,0.0003000000142492354,29,1.0347437858581543,,
1,0.6591458320617676,3.1861886978149414,0.0,0.6770491600036621,0.0003000000142492354,34,1.0615825653076172,,
1,0.5153327584266663,3.0821187496185303,0.0,0.6592984199523926,0.0003000000142492354,39,1.0190435647964478,,
1,,,,,,41,,0.59375,0.6568623781204224
2,0.5306035280227661,3.288193941116333,0.0,0.6357707977294922,0.0003000000142492354,44,1.0176506042480469,,
2,0.5231648683547974,3.20405650138855,0.0,0.6095312833786011,0.0003000000142492354,49,0.9822534322738647,,
2,0.38986924290657043,2.99290132522583,0.0,0.7406659126281738,0.0003000000142492354,54,1.0789430141448975,,
2,0.33966007828712463,3.1550536155700684,0.0,0.6576119661331177,0.0003000000142492354,59,1.0070834159851074,,
2,,,,,,62,,0.71875,0.6163378953933716
3,0.40403953194618225,3.224653720855713,0.0,0.6619146466255188,0.0003000000142492354,64,1.024783968925476,,
3,0.29420042037963867,3.0837221145629883,0.0,0.6175471544265747,0.0003000000142492354,69,0.9553394317626953,,
3,0.340202271938324,3.0974788665771484,0.0,0.7543230652809143,0.0003000000142492354,74,1.0980911254882812,,
3,0.27731087803840637,3.0728745460510254,0.0,0.7177696228027344,0.0003000000142492354,79,1.0527881383895874,,
3,,,,,,83,,0.7875000238418579,0.570404589176178
4,0.2541425824165344,3.091618776321411,0.0,0.4887238144874573,0.0003000000142492354,84,0.8232999444007874,,
4,0.2479224056005478,3.1518023014068604,0.0,0.6028045415878296,0.0003000000142492354,89,0.9427770376205444,,
4,0.2401873767375946,3.0900933742523193,0.0,0.5597793459892273,0.0003000000142492354,94,0.8928074240684509,,
4,0.19295036792755127,2.996907949447632,0.0,0.5243991613388062,0.0003000000142492354,99,0.8433849811553955,,
4,0.201187863945961,3.061866521835327,0.0,0.4999852478504181,0.0003000000142492354,104,0.8262907266616821,,
4,,,,,,104,,0.8125,0.5131053328514099
5,0.19014568626880646,3.2678415775299072,0.0,0.45824119448661804,0.0003000000142492354,109,0.8040399551391602,,
5,0.1683686375617981,3.0515902042388916,0.0,0.4501659870147705,0.0003000000142492354,114,0.7721618413925171,,
5,0.12140402942895889,3.0653865337371826,0.0,0.49167636036872864,0.0003000000142492354,119,0.8103554248809814,,
5,0.17340394854545593,3.154378652572632,0.0,0.454804003238678,0.0003000000142492354,124,0.787582278251648,,
5,,,,,,125,,0.8687499761581421,0.45945167541503906
6,0.13544990122318268,3.234065294265747,0.0,0.41534221172332764,0.0003000000142492354,129,0.7522937059402466,,
6,0.12868225574493408,3.1770994663238525,0.0,0.3790184557437897,0.0003000000142492354,134,0.7095966339111328,,
6,0.15674437582492828,3.132932186126709,0.0,0.4865107536315918,0.0003000000142492354,139,0.8154784440994263,,
6,0.1170310229063034,3.2278432846069336,0.0,0.38521608710289,0.0003000000142492354,144,0.7197035551071167,,
6,,,,,,146,,0.8999999761581421,0.3974488377571106
7,0.08974957466125488,3.152111530303955,0.0,0.4068889021873474,0.0003000000142492354,149,0.7310750484466553,,
7,0.10529383271932602,3.1419930458068848,0.0,0.32162490487098694,0.0003000000142492354,154,0.6463536024093628,,
7,0.08156249672174454,3.2119054794311523,0.0,0.3612472414970398,0.0003000000142492354,159,0.6905940771102905,,
7,0.08915352821350098,3.0457258224487305,0.0,0.30973148345947266,0.0003000000142492354,164,0.6232194304466248,,
7,,,,,,167,,0.918749988079071,0.33725225925445557
8,0.08149068057537079,3.051955223083496,0.0,0.24896323680877686,0.0003000000142492354,169,0.5623078346252441,,
8,0.07870817184448242,3.0508522987365723,0.0,0.2293652892112732,0.0003000000142492354,174,0.5423213243484497,,
8,0.07366552203893661,3.0967235565185547,0.0,0.34451091289520264,0.0003000000142492354,179,0.6615498065948486,,
8,0.08967197686433792,3.331902027130127,0.0,0.2797147035598755,0.0003000000142492354,184,0.6218721270561218,,
8,,,,,,188,,0.949999988079071,0.27092117071151733
9,0.06327525526285172,3.0562000274658203,0.0,0.19840005040168762,0.0003000000142492354,189,0.5103476047515869,,
9,0.06365621089935303,3.2408814430236816,0.0,0.1292257159948349,0.0003000000142492354,194,0.4596794843673706,,
9,0.053369127213954926,3.1228272914886475,0.0,0.19435152411460876,0.0003000000142492354,199,0.5119711756706238,,
9,0.05613742023706436,3.26796293258667,0.0,0.11593931168317795,0.0003000000142492354,204,0.44834935665130615,,
9,0.060414984822273254,3.1717848777770996,0.0,0.16376619040966034,0.0003000000142492354,209,0.4869861602783203,,
9,,,,,,209,,0.956250011920929,0.21807631850242615
10,0.039163488894701004,3.2285842895507812,0.0,0.13928502798080444,0.0003000000142492354,214,0.4660598337650299,,
10,0.04375877231359482,2.9815945625305176,0.0,0.1067470908164978,0.0003000000142492354,219,0.4092824459075928,,
10,0.04574573040008545,3.0168020725250244,0.0,0.1723187416791916,0.0003000000142492354,224,0.4785735011100769,,
10,0.03768986836075783,3.0773046016693115,0.0,0.15257464349269867,0.0003000000142492354,229,0.4640740752220154,,
10,,,,,,230,,0.96875,0.18645107746124268
11,0.04467253386974335,3.196007013320923,0.0,0.19488874077796936,0.0003000000142492354,234,0.5189566612243652,,
11,0.03797339275479317,3.083256244659424,0.0,0.11136738210916519,0.0003000000142492354,239,0.42349034547805786,,
11,0.03274417668581009,3.2440319061279297,0.0,0.04784714803099632,0.0003000000142492354,244,0.37552475929260254,,
11,0.022133544087409973,3.1915183067321777,0.0,0.08765511214733124,0.0003000000142492354,249,0.4090203046798706,,
11,,,,,,251,,0.9750000238418579,0.15019471943378448
12,0.029312828555703163,3.2260613441467285,0.0,0.32992878556251526,0.0003000000142492354,254,0.6554661989212036,,
12,0.04745154455304146,3.0869054794311523,0.0,0.16649673879146576,0.0003000000142492354,259,0.47993242740631104,,
12,0.025067705661058426,3.222576379776001,0.0,0.0658767893910408,0.0003000000142492354,264,0.3906412124633789,,
12,0.02646588161587715,3.077300786972046,0.0,0.05157943069934845,0.0003000000142492354,269,0.3619561195373535,,
12,,,,,,272,,0.981249988079071,0.1349070817232132
13,0.03081423044204712,3.0946896076202393,0.0,0.04126235097646713,0.0003000000142492354,274,0.3538127541542053,,
13,0.031169159337878227,3.2120447158813477,0.0,0.2445605993270874,0.0003000000142492354,279,0.5688819885253906,,
13,0.014425654895603657,3.111557722091675,0.0,0.12614798545837402,0.0003000000142492354,284,0.4387463331222534,,
13,0.01580919325351715,3.0898196697235107,0.0,0.052423931658267975,0.0003000000142492354,289,0.36298683285713196,,
13,,,,,,293,,0.9750000238418579,0.11804453283548355
14,0.016708562150597572,3.214951515197754,0.0,0.060406941920518875,0.0003000000142492354,294,0.3835729658603668,,
14,0.015188407152891159,3.2489757537841797,0.0,0.06719250231981277,0.0003000000142492354,299,0.3936089277267456,,
14,0.01839665323495865,3.119513511657715,0.0,0.021809734404087067,0.0003000000142492354,304,0.33560073375701904,,
14,0.013170524500310421,3.1304235458374023,0.0,0.07027631998062134,0.0003000000142492354,309,0.38463571667671204,,
14,0.015651175752282143,3.174548625946045,0.0,0.023724909871816635,0.0003000000142492354,314,0.342744916677475,,
14,,,,,,314,,0.981249988079071,0.09677009284496307
15,0.010312866419553757,2.9914612770080566,0.0,0.06688838452100754,0.0003000000142492354,319,0.36706581711769104,,
15,0.008815589360892773,3.0431816577911377,0.0,0.02248646691441536,0.0003000000142492354,324,0.3276861906051636,,
15,0.008030836470425129,3.3065667152404785,0.0,0.018075892701745033,0.0003000000142492354,329,0.34953564405441284,,
15,0.008985377848148346,3.1414761543273926,0.0,0.04156353697180748,0.0003000000142492354,334,0.3566097021102905,,
15,,,,,,335,,0.96875,0.09720814228057861
16,0.009624228812754154,3.2404944896698,0.0,0.03237969055771828,0.0003000000142492354,339,0.3573915660381317,,
16,0.00838620774447918,3.149024248123169,0.0,0.13177332282066345,0.0003000000142492354,344,0.4475143551826477,,
16,0.00823134370148182,3.1527509689331055,0.0,0.026296522468328476,0.0003000000142492354,349,0.34239476919174194,,
16,0.005128100980073214,3.0475237369537354,0.0,0.019748223945498466,0.0003000000142492354,354,0.3250133991241455,,
16,,,,,,356,,0.981249988079071,0.08200477808713913
17,0.006406798027455807,3.0983972549438477,0.0,0.010925638489425182,0.0003000000142492354,359,0.3214060664176941,,
17,0.004824107512831688,3.2012641429901123,0.0,0.015359809622168541,0.0003000000142492354,364,0.33596864342689514,,
17,0.004549336154013872,3.0432987213134766,0.0,0.05409209057688713,0.0003000000142492354,369,0.35887688398361206,,
17,0.004144409205764532,3.1866228580474854,0.0,0.013855846598744392,0.0003000000142492354,374,0.33293259143829346,,
17,,,,,,377,,0.981249988079071,0.09610861539840698
18,0.0035642562434077263,3.2128021717071533,0.0,0.016525954008102417,0.0003000000142492354,379,0.3381626009941101,,
18,0.005440670531243086,3.09734845161438,0.0,0.03157946467399597,0.0003000000142492354,384,0.3418583869934082,,
18,0.006223184987902641,3.1355319023132324,0.0,0.0909939855337143,0.0003000000142492354,389,0.4051694869995117,,
18,0.00642309058457613,3.1528992652893066,0.0,0.03812260553240776,0.0003000000142492354,394,0.35405483841896057,,
18,,,,,,398,,0.9750000238418579,0.08960001170635223
19,0.0032943689730018377,3.253218173980713,0.0,0.009744908660650253,0.0003000000142492354,399,0.3353961706161499,,
19,0.0049642231315374374,3.047877550125122,0.0,0.015609776601195335,0.0003000000142492354,404,0.32089394330978394,,
19,0.0032754673156887293,3.1652607917785645,0.0,0.03951280936598778,0.0003000000142492354,409,0.35636642575263977,,
19,0.003469032235443592,3.121915578842163,0.0,0.017485834658145905,0.0003000000142492354,414,0.3300243020057678,,
19,0.0022406603675335646,3.1007144451141357,0.0,0.004544386640191078,0.0003000000142492354,419,0.3148398995399475,,
19,,,,,,419,,0.981249988079071,0.07667984813451767
20,0.00401273462921381,3.2039401531219482,0.0,0.010647740215063095,0.0003000000142492354,424,0.33144304156303406,,
20,0.004504465963691473,3.1825950145721436,0.0,0.008547989651560783,0.0003000000142492354,429,0.3272579312324524,,
20,0.003328072838485241,3.026942491531372,0.0,0.01575910486280918,0.0003000000142492354,434,0.3187861740589142,,
20,0.001689910888671875,3.1341922283172607,0.0,0.0352548211812973,0.0003000000142492354,439,0.3488430380821228,,
20,,,,,,440,,0.9750000238418579,0.08486374467611313
21,0.003078655106946826,3.1880581378936768,0.0,0.006318307016044855,0.0003000000142492354,444,0.3254320025444031,,
21,0.0014154384844005108,3.0317490100860596,0.0,0.010077451355755329,0.0003000000142492354,449,0.31339389085769653,,
21,0.0015665938844904304,3.134748935699463,0.0,0.020619742572307587,0.0003000000142492354,454,0.3342513144016266,,
21,0.0032643922604620457,3.025365114212036,0.0,0.016919489949941635,0.0003000000142492354,459,0.31978246569633484,,
21,,,,,,461,,0.96875,0.07176171243190765
22,0.002254389226436615,3.104052782058716,0.0,0.0034913953859359026,0.0003000000142492354,464,0.31412214040756226,,
22,0.0019023293862119317,3.1072394847869873,0.0,0.16952699422836304,0.0003000000142492354,469,0.4804411828517914,,
22,0.0027554966509342194,3.1413614749908447,0.0,0.008419916965067387,0.0003000000142492354,474,0.3228316307067871,,
22,0.0025355438701808453,3.277111530303955,0.0,0.024989284574985504,0.0003000000142492354,479,0.3529540002346039,,
22,,,,,,482,,0.96875,0.0806419849395752
23,0.0017305277287960052,3.165550470352173,0.0,0.010581664741039276,0.0003000000142492354,484,0.3273097574710846,,
23,0.006665082182735205,3.120677947998047,0.0,0.06877777725458145,0.0003000000142492354,489,0.3815120756626129,,
23,0.0011379956267774105,3.0842013359069824,0.0,0.011316550895571709,0.0003000000142492354,494,0.31985047459602356,,
23,0.0028229253366589546,3.0031492710113525,0.0,0.00562058761715889,0.0003000000142492354,499,0.30621781945228577,,
23,,,,,,503,,0.96875,0.08556685596704483
24,0.0020191690418869257,3.154449939727783,0.0,0.008350931107997894,0.0003000000142492354,504,0.3239978551864624,,
24,0.000998044852167368,3.114292860031128,0.0,0.0034247231669723988,0.0003000000142492354,509,0.31495383381843567,,
24,0.0036901026032865047,3.057206869125366,0.0,0.008710929192602634,0.0003000000142492354,514,0.3148006200790405,,
24,0.0028821879532188177,3.069404363632202,0.0,0.008714001625776291,0.0003000000142492354,519,0.315942645072937,,
24,0.0010372886899858713,3.123121738433838,0.0,0.005981980357319117,0.0003000000142492354,524,0.3183979094028473,,
24,,,,,,524,,0.96875,0.08809439092874527
25,0.0035186982713639736,3.169766664505005,0.0,0.009350481443107128,0.0003000000142492354,529,0.3266790211200714,,
25,0.0007509288843721151,3.027984619140625,0.0,0.009922104887664318,0.0003000000142492354,534,0.3127956986427307,,
25,0.0012608745601028204,3.2313361167907715,0.0,0.0008830502047203481,0.0003000000142492354,539,0.324142724275589,,
25,0.0017576896352693439,3.058563232421875,0.0,0.00549429701641202,0.0003000000142492354,544,0.3115263879299164,,
25,,,,,,545,,0.96875,0.09733407199382782
26,0.0008088149479590356,3.0848851203918457,0.0,0.04209114611148834,0.0003000000142492354,549,0.3506605625152588,,
26,0.0006807042518630624,3.11655592918396,0.0,0.002557691652327776,0.0003000000142492354,554,0.3142813742160797,,
26,0.0012026859913021326,3.1348652839660645,0.0,0.05478040501475334,0.0003000000142492354,559,0.3683871924877167,,
26,0.0022389376536011696,3.0052411556243896,0.0,0.0037025578785687685,0.0003000000142492354,564,0.3044505715370178,,
26,,,,,,566,,0.956250011920929,0.10972218215465546
27,0.0008271907572634518,3.2418160438537598,0.0,0.006457570940256119,0.0003000000142492354,569,0.3307218849658966,,
27,0.0006435213144868612,3.146677017211914,0.0,0.00576420035213232,0.0003000000142492354,574,0.32049623131752014,,
27,0.0011332262074574828,3.1263427734375,0.0,0.002076009288430214,0.0003000000142492354,579,0.31482359766960144,,
27,0.0015634570736438036,3.1633071899414062,0.0,0.029059555381536484,0.0003000000142492354,584,0.3455466330051422,,
27,,,,,,587,,0.9624999761581421,0.10693614184856415
28,0.0008249534876085818,3.080706834793091,0.0,0.0021911989897489548,0.0001500000071246177,589,0.3103443682193756,,
28,0.0007949724094942212,3.221529483795166,0.0,0.0040875934064388275,0.0001500000071246177,594,0.3263200521469116,,
28,0.0006734607741236687,2.977865695953369,0.0,0.019639281556010246,0.0001500000071246177,599,0.317493200302124,,
28,0.0004091766313649714,3.004425048828125,0.0,0.005759164225310087,0.0001500000071246177,604,0.30624258518218994,,
28,,,,,,608,,0.9624999761581421,0.09056191146373749
29,0.002873615827411413,3.0155186653137207,0.0,0.029644537717103958,0.0001500000071246177,609,0.33148378133773804,,
29,0.0003889743238687515,3.0986688137054443,0.0,0.003964285831898451,0.0001500000071246177,614,0.31387004256248474,,
29,0.001193217933177948,3.1371889114379883,0.0,0.0018828564789146185,0.0001500000071246177,619,0.3157210648059845,,
29,0.0009544338681735098,3.165130138397217,0.0,0.0024193061981350183,0.0001500000071246177,624,0.31902775168418884,,
29,0.0008429600275121629,3.108491897583008,0.0,0.0033261904027312994,0.0001500000071246177,629,0.31425967812538147,,
29,,,,,,629,,0.9624999761581421,0.09766463190317154
30,0.001135299215093255,3.131321668624878,0.0,0.002739464631304145,0.0001500000071246177,634,0.31598517298698425,,
30,0.0003667859418783337,3.135591506958008,0.0,0.004620890133082867,0.0001500000071246177,639,0.3182167112827301,,
30,0.0004977366770617664,3.0381224155426025,0.0,0.004110707435756922,0.0001500000071246177,644,0.3079727292060852,,
30,0.0011818043421953917,3.1235382556915283,0.0,0.013498318381607533,0.0001500000071246177,649,0.325970321893692,,
30,,,,,,650,,0.981249988079071,0.06750079989433289
31,0.0005155795370228589,3.078139305114746,0.0,0.006013175006955862,0.0001500000071246177,654,0.3138786554336548,,
31,0.00024009126354940236,3.108219861984253,0.0,0.001257089083082974,0.0001500000071246177,659,0.3121030926704407,,
31,0.000773307925555855,3.139190673828125,0.0,0.015704484656453133,0.0001500000071246177,664,0.32970088720321655,,
31,0.0008625288028270006,3.0813941955566406,0.0,0.002917382400482893,0.0001500000071246177,669,0.31114307045936584,,
31,,,,,,671,,0.9624999761581421,0.09389294683933258
32,0.001934572122991085,3.138317108154297,0.0,0.004118593875318766,0.0001500000071246177,674,0.318143755197525,,
32,0.0006870205397717655,3.050469398498535,0.0,0.0057041035033762455,0.0001500000071246177,679,0.3108197748661041,,
32,0.0001560568780405447,3.1254427433013916,0.0,0.003067299257963896,0.0001500000071246177,684,0.31562718749046326,,
32,0.0006186279933899641,3.140531301498413,0.0,0.011282258667051792,0.0001500000071246177,689,0.3253972828388214,,
32,,,,,,692,,0.981249988079071,0.06355265527963638
33,0.0011433998588472605,3.0791943073272705,0.0,0.0051966565661132336,0.0001500000071246177,694,0.3132304549217224,,
33,0.000976830837316811,3.1462764739990234,0.0,0.025520939379930496,0.0001500000071246177,699,0.3402462899684906,,
33,0.0005239493330009282,3.1439242362976074,0.0,0.027742089703679085,0.0001500000071246177,704,0.34218692779541016,,
33,0.00022124523820821196,3.1603755950927734,0.0,0.001799004734493792,0.0001500000071246177,709,0.3178586959838867,,
33,,,,,,713,,0.9750000238418579,0.07575786858797073
34,0.0007488038972951472,3.109360456466675,0.0,0.0034490576945245266,0.0001500000071246177,714,0.31445997953414917,,
34,0.00038333411794155836,3.127685785293579,0.0,0.004635334014892578,0.0001500000071246177,719,0.31744226813316345,,
34,0.0005206958740018308,3.1498219966888428,0.0,0.0016968211857602,0.0001500000071246177,724,0.3167310953140259,,
34,0.0004086886183358729,2.991344690322876,0.0,0.0016052317805588245,0.0001500000071246177,729,0.30078059434890747,,
34,0.0006883975001983345,3.1332685947418213,0.0,0.006642811931669712,0.0001500000071246177,734,0.3200385272502899,,
34,,,,,,734,,0.9624999761581421,0.0977560505270958
35,0.00064356520306319,3.1804327964782715,0.0,0.002795084845274687,0.0001500000071246177,739,0.3209027051925659,,
35,0.00021038098202552646,3.1683175563812256,0.0,0.0040162838995456696,0.0001500000071246177,744,0.3208690583705902,,
35,0.00037900725146755576,3.0182082653045654,0.0,0.0014893277548253536,0.0001500000071246177,749,0.3033480942249298,,
35,0.0004118853830732405,3.096583604812622,0.0,0.0009511982789263129,0.0001500000071246177,754,0.3106507658958435,,
35,,,,,,755,,0.9624999761581421,0.11549124866724014
36,0.00038379861507564783,3.1193039417266846,0.0,0.0040276446379721165,0.0001500000071246177,759,0.3159964084625244,,
36,0.0002789116115309298,3.1445858478546143,0.0,0.007178356871008873,0.0001500000071246177,764,0.32166483998298645,,
36,0.0005080848350189626,3.174668073654175,0.0,0.001929680583998561,0.0001500000071246177,769,0.31944727897644043,,
36,0.0005346089601516724,3.161195993423462,0.0,0.0031141983345150948,0.0001500000071246177,774,0.3192872405052185,,
36,,,,,,776,,0.96875,0.09354166686534882
37,0.0006073578842915595,3.185249090194702,0.0,0.00234328955411911,0.0001500000071246177,779,0.3209289312362671,,
37,0.0006381608545780182,3.0418145656585693,0.0,0.007209996227174997,0.0001500000071246177,784,0.31145527958869934,,
37,0.0005303530488163233,3.164135217666626,0.0,0.0008371807634830475,0.0001500000071246177,789,0.31730371713638306,,
37,0.0003246600099373609,3.1657164096832275,0.0,0.003330729901790619,0.0001500000071246177,794,0.3199348449707031,,
37,,,,,,797,,0.9750000238418579,0.06459598988294601
38,0.0005602625315077603,3.0407040119171143,0.0,0.002254374325275421,0.0001500000071246177,799,0.3063808083534241,,
38,0.001130974618718028,3.146732807159424,0.0,0.0150297274813056,0.0001500000071246177,804,0.32981613278388977,,
38,0.00019056256860494614,3.08111310005188,0.0,0.0018243836238980293,0.0001500000071246177,809,0.3099547326564789,,
38,0.0003054501721635461,3.247063159942627,0.0,0.0015579377068206668,0.0001500000071246177,814,0.32629480957984924,,
38,,,,,,818,,0.96875,0.08878384530544281
39,0.0004603136039804667,3.0702898502349854,0.0,0.004760365933179855,7.500000356230885e-05,819,0.311835378408432,,
39,0.0004193949280306697,3.1731455326080322,0.0,0.0047978609800338745,7.500000356230885e-05,824,0.32215434312820435,,
39,0.0007783412584103644,2.9939746856689453,0.0,0.0029207244515419006,7.500000356230885e-05,829,0.3023960292339325,,
39,0.0003233078168705106,3.0862927436828613,0.0,0.0011129871709272265,7.500000356230885e-05,834,0.30977460741996765,,
39,0.00041697939741425216,3.159787178039551,0.0,0.006252552382647991,7.500000356230885e-05,839,0.32227298617362976,,
39,,,,,,839,,0.9750000238418579,0.07859908044338226
40,0.000183937227120623,3.2042930126190186,0.0,0.016662197187542915,7.500000356230885e-05,844,0.33710989356040955,,
40,0.0008550199563615024,3.008488416671753,0.0,0.024313397705554962,7.500000356230885e-05,849,0.32524773478507996,,
40,0.0010733949020504951,3.096346616744995,0.0,0.013685698620975018,7.500000356230885e-05,854,0.3234277069568634,,
40,0.00036570787779055536,3.102278470993042,0.0,0.09587316960096359,7.500000356230885e-05,859,0.406137615442276,,
40,,,,,,860,,0.96875,0.09731818735599518
41,0.00036758932401426136,3.105510950088501,0.0,0.001757218618877232,7.500000356230885e-05,864,0.31234505772590637,,
41,0.0008327875402756035,3.09476900100708,0.0,0.0016088560223579407,7.500000356230885e-05,869,0.3111690282821655,,
41,0.0016914717853069305,3.1952292919158936,0.0,0.004425586201250553,7.500000356230885e-05,874,0.3241176903247833,,
41,0.0004767538048326969,3.2158586978912354,0.0,0.0035665070172399282,7.500000356230885e-05,879,0.32520005106925964,,
41,,,,,,881,,0.9624999761581421,0.10580650717020035
42,0.0002935257216449827,3.0320427417755127,0.0,0.001315621891990304,7.500000356230885e-05,884,0.3045492470264435,,
42,0.0005040465039201081,3.123781442642212,0.0,0.002461082302033901,7.500000356230885e-05,889,0.3148896396160126,,
42,0.000672115886118263,3.0961203575134277,0.0,0.0014278455637395382,7.500000356230885e-05,894,0.3111070990562439,,
42,0.0005002905381843448,3.040201425552368,0.0,0.017658643424510956,7.500000356230885e-05,899,0.32172882556915283,,
42,,,,,,902,,0.96875,0.09392454475164413
43,0.0005290515255182981,3.029676675796509,0.0,0.022559842094779015,7.500000356230885e-05,904,0.3255804181098938,,
43,0.00038737955037504435,3.084305763244629,0.0,0.0014758794568479061,7.500000356230885e-05,909,0.3099451959133148,,
43,0.0006747748702764511,2.9991567134857178,0.0,0.009443338960409164,7.500000356230885e-05,914,0.309426486492157,,
43,0.0004209211911074817,3.1374499797821045,0.0,0.003344298340380192,7.500000356230885e-05,919,0.317131370306015,,
43,,,,,,923,,0.9750000238418579,0.08832015842199326
44,0.0011819347273558378,3.2678372859954834,0.0,0.025173751637339592,7.500000356230885e-05,924,0.3520756661891937,,
44,0.0005758051993325353,3.0417187213897705,0.0,0.004667565226554871,7.500000356230885e-05,929,0.3088970184326172,,
44,0.0003200162318535149,3.0637545585632324,0.0,0.001088412245735526,7.500000356230885e-05,934,0.3074958622455597,,
44,0.0005503321881406009,2.973053455352783,0.0,0.0005882421974092722,7.500000356230885e-05,939,0.2979486286640167,,
44,0.00041048694401979446,3.096773147583008,0.0,0.0025581070221960545,7.500000356230885e-05,944,0.3122764825820923,,
44,,,,,,944,,0.9750000238418579,0.07267937064170837
45,0.0013334150426089764,3.047663927078247,0.0,0.0608932189643383,3.7500001781154424e-05,949,0.3657929599285126,,
45,0.0001460019120713696,3.115227699279785,0.0,0.0007781743188388646,3.7500001781154424e-05,954,0.31231552362442017,,
45,0.00016501874779351056,3.151207208633423,0.0,0.001885275705717504,3.7500001781154424e-05,959,0.31702250242233276,,
45,0.0002995873801410198,3.1001782417297363,0.0,0.00046239548828452826,3.7500001781154424e-05,964,0.31051018834114075,,
45,,,,,,965,,0.9750000238418579,0.07971880584955215
46,0.00035592459607869387,3.1703195571899414,0.0,0.0002455154317431152,3.7500001781154424e-05,969,0.3173130750656128,,
46,0.00020613496599253267,3.1560404300689697,0.0,0.0003752259653992951,3.7500001781154424e-05,974,0.3159998953342438,,
46,0.00029777816962450743,3.16587233543396,0.0,0.006207017228007317,3.7500001781154424e-05,979,0.32282403111457825,,
46,0.00033784456900320947,3.0166707038879395,0.0,0.0011836978374049067,3.7500001781154424e-05,984,0.3028845489025116,,
46,,,,,,986,,0.9624999761581421,0.10823474824428558
47,0.000274626916507259,3.1905007362365723,0.0,0.0003944124036934227,3.7500001781154424e-05,989,0.31947195529937744,,
47,0.0009825127199292183,3.0526857376098633,0.0,0.005376379005610943,3.7500001781154424e-05,994,0.31074321269989014,,
47,0.0002540104906074703,3.142332077026367,0.0,0.0020234561525285244,3.7500001781154424e-05,999,0.3162820637226105,,
47,0.00041223946027457714,3.127880334854126,0.0,0.0022334367968142033,3.7500001781154424e-05,1004,0.3150627017021179,,
47,,,,,,1007,,0.96875,0.10191676765680313
